Ubigeo,Departamento,Year,Variable,Value
80000,CUSCO,1818,popdep,161383.8192
90000,HUANCAVELICA,1818,popdep,60817
100000,HUANUCO,1818,popdep,31688.57704
110000,ICA,1818,popdep,20872
120000,JUNIN,1818,popdep,58614.7662
130000,LA LIBERTAD,1818,popdep,71356.40838
140000,LAMBAYEQUE,1818,popdep,44373
150000,LIMA,1818,popdep,134444
160000,LORETO,1818,popdep,83750.4
170000,MADRE DE DIOS,1818,popdep,84164.51416
180000,MOQUEGUA,1818,popdep,30362
190000,PASCO,1818,popdep,37761.77394
200000,PIURA,1818,popdep,61418.03772
210000,PUNO,1818,popdep,190380.5984
220000,SAN MARTIN,1818,popdep,40564.15043
230000,TACNA,1818,popdep,20774
240000,TUMBES,1818,popdep,2468.272169
250000,UCAYALI,1818,popdep,121843.7783
10000,AMAZONAS,1819,popdep,24365.76977
20000,ANCASH,1819,popdep,113223
30000,APURIMAC,1819,popdep,87321
40000,AREQUIPA,1819,popdep,90786
50000,AYACUCHO,1819,popdep,102866
60000,CAJAMARCA,1819,popdep,83807.37309
80000,CUSCO,1819,popdep,161814.8192
90000,HUANCAVELICA,1819,popdep,59973
100000,HUANUCO,1819,popdep,31156.57704
110000,ICA,1819,popdep,20725
120000,JUNIN,1819,popdep,58873.7662
130000,LA LIBERTAD,1819,popdep,71188.40838
140000,LAMBAYEQUE,1819,popdep,44548
150000,LIMA,1819,popdep,135177
160000,LORETO,1819,popdep,83748.4
170000,MADRE DE DIOS,1819,popdep,84190.51416
180000,MOQUEGUA,1819,popdep,30333
190000,PASCO,1819,popdep,37620.77394
200000,PIURA,1819,popdep,62257.84177
210000,PUNO,1819,popdep,191148.5984
220000,SAN MARTIN,1819,popdep,40162.15043
230000,TACNA,1819,popdep,20790
240000,TUMBES,1819,popdep,2466.502585
250000,UCAYALI,1819,popdep,121842.7783
10000,AMAZONAS,1820,popdep,23154.76977
20000,ANCASH,1820,popdep,116885
30000,APURIMAC,1820,popdep,89351
40000,AREQUIPA,1820,popdep,91763
50000,AYACUCHO,1820,popdep,102814
60000,CAJAMARCA,1820,popdep,85469.37309
80000,CUSCO,1820,popdep,162481.8192
90000,HUANCAVELICA,1820,popdep,59027
100000,HUANUCO,1820,popdep,30679.57704
110000,ICA,1820,popdep,20533
120000,JUNIN,1820,popdep,59174.7662
130000,LA LIBERTAD,1820,popdep,71050.40838
140000,LAMBAYEQUE,1820,popdep,44668
150000,LIMA,1820,popdep,135904
160000,LORETO,1820,popdep,83739.4
170000,MADRE DE DIOS,1820,popdep,84217.51416
180000,MOQUEGUA,1820,popdep,30304
190000,PASCO,1820,popdep,37515.77394
200000,PIURA,1820,popdep,64577.76014
210000,PUNO,1820,popdep,191969.5984
220000,SAN MARTIN,1820,popdep,39765.15043
230000,TACNA,1820,popdep,20785
240000,TUMBES,1820,popdep,2451.36689
250000,UCAYALI,1820,popdep,121840.7783
10000,AMAZONAS,1821,popdep,21975.76977
20000,ANCASH,1821,popdep,120543
30000,APURIMAC,1821,popdep,91260
40000,AREQUIPA,1821,popdep,92812
50000,AYACUCHO,1821,popdep,102761
60000,CAJAMARCA,1821,popdep,87083.37309
80000,CUSCO,1821,popdep,163434.8192
90000,HUANCAVELICA,1821,popdep,58004
100000,HUANUCO,1821,popdep,30268.57704
110000,ICA,1821,popdep,20287
120000,JUNIN,1821,popdep,59523.7662
130000,LA LIBERTAD,1821,popdep,70967.40838
140000,LAMBAYEQUE,1821,popdep,44721
150000,LIMA,1821,popdep,136616
160000,LORETO,1821,popdep,83726.4
170000,MADRE DE DIOS,1821,popdep,84243.51416
180000,MOQUEGUA,1821,popdep,30277
190000,PASCO,1821,popdep,37457.77394
200000,PIURA,1821,popdep,65718.01327
210000,PUNO,1821,popdep,192867.5984
220000,SAN MARTIN,1821,popdep,39371.15043
230000,TACNA,1821,popdep,20757
240000,TUMBES,1821,popdep,2379.329206
250000,UCAYALI,1821,popdep,121836.7783
10000,AMAZONAS,1822,popdep,20849.76977
20000,ANCASH,1822,popdep,124150
30000,APURIMAC,1822,popdep,92992
40000,AREQUIPA,1822,popdep,93938
50000,AYACUCHO,1822,popdep,102708
60000,CAJAMARCA,1822,popdep,88625.37309
80000,CUSCO,1822,popdep,164721.8192
90000,HUANCAVELICA,1822,popdep,56940
100000,HUANUCO,1822,popdep,29927.57704
110000,ICA,1822,popdep,19980
120000,JUNIN,1822,popdep,59927.7662
130000,LA LIBERTAD,1822,popdep,70962.40838
140000,LAMBAYEQUE,1822,popdep,44700
150000,LIMA,1822,popdep,137306
160000,LORETO,1822,popdep,83709.4
170000,MADRE DE DIOS,1822,popdep,84269.51416
180000,MOQUEGUA,1822,popdep,30256
190000,PASCO,1822,popdep,37458.77394
200000,PIURA,1822,popdep,64857.89293
210000,PUNO,1822,popdep,193867.5984
220000,SAN MARTIN,1822,popdep,38982.15043
230000,TACNA,1822,popdep,20701
240000,TUMBES,1822,popdep,2389.577524
250000,UCAYALI,1822,popdep,121831.7783
10000,AMAZONAS,1823,popdep,19804.76977
20000,ANCASH,1823,popdep,127659
30000,APURIMAC,1823,popdep,94511
40000,AREQUIPA,1823,popdep,95142
50000,AYACUCHO,1823,popdep,102658
60000,CAJAMARCA,1823,popdep,90072.37309
80000,CUSCO,1823,popdep,166388.8192
90000,HUANCAVELICA,1823,popdep,55881
100000,HUANUCO,1823,popdep,29661.57704
110000,ICA,1823,popdep,19625
120000,JUNIN,1823,popdep,60393.7662
130000,LA LIBERTAD,1823,popdep,71057.40838
140000,LAMBAYEQUE,1823,popdep,44596
150000,LIMA,1823,popdep,137966
160000,LORETO,1823,popdep,83690.4
170000,MADRE DE DIOS,1823,popdep,84301.51416
180000,MOQUEGUA,1823,popdep,30244
190000,PASCO,1823,popdep,37530.77394
200000,PIURA,1823,popdep,64516.51136
210000,PUNO,1823,popdep,194993.5984
220000,SAN MARTIN,1823,popdep,38598.15043
230000,TACNA,1823,popdep,20623
240000,TUMBES,1823,popdep,2348.309099
250000,UCAYALI,1823,popdep,121825.7783
10000,AMAZONAS,1824,popdep,18867.76977
20000,ANCASH,1824,popdep,131025
30000,APURIMAC,1824,popdep,95797
40000,AREQUIPA,1824,popdep,96426
50000,AYACUCHO,1824,popdep,102615
60000,CAJAMARCA,1824,popdep,91404.37309
80000,CUSCO,1824,popdep,168473.8192
90000,HUANCAVELICA,1824,popdep,54854
100000,HUANUCO,1824,popdep,29486.57704
110000,ICA,1824,popdep,19238
120000,JUNIN,1824,popdep,60928.7662
130000,LA LIBERTAD,1824,popdep,71267.40838
140000,LAMBAYEQUE,1824,popdep,44400
150000,LIMA,1824,popdep,138588
160000,LORETO,1824,popdep,83667.4
170000,MADRE DE DIOS,1824,popdep,84342.51416
180000,MOQUEGUA,1824,popdep,30243
190000,PASCO,1824,popdep,37685.77394
200000,PIURA,1824,popdep,64059.29403
210000,PUNO,1824,popdep,196267.5984
220000,SAN MARTIN,1824,popdep,38219.15043
230000,TACNA,1824,popdep,20529
240000,TUMBES,1824,popdep,2357.042549
250000,UCAYALI,1824,popdep,121818.7783
10000,AMAZONAS,1825,popdep,18056.76977
20000,ANCASH,1825,popdep,134211
30000,APURIMAC,1825,popdep,96847
40000,AREQUIPA,1825,popdep,97792
50000,AYACUCHO,1825,popdep,102578
60000,CAJAMARCA,1825,popdep,92602.37309
80000,CUSCO,1825,popdep,170997.8192
90000,HUANCAVELICA,1825,popdep,53896
100000,HUANUCO,1825,popdep,29416.57704
110000,ICA,1825,popdep,18834
120000,JUNIN,1825,popdep,61536.7662
130000,LA LIBERTAD,1825,popdep,71609.40838
140000,LAMBAYEQUE,1825,popdep,44107
150000,LIMA,1825,popdep,139170
160000,LORETO,1825,popdep,83644.4
170000,MADRE DE DIOS,1825,popdep,84395.51416
180000,MOQUEGUA,1825,popdep,30256
190000,PASCO,1825,popdep,37933.77394
200000,PIURA,1825,popdep,64629.09207
210000,PUNO,1825,popdep,197707.5984
220000,SAN MARTIN,1825,popdep,37845.15043
230000,TACNA,1825,popdep,20422
240000,TUMBES,1825,popdep,2407.037443
250000,UCAYALI,1825,popdep,121809.7783
10000,AMAZONAS,1826,popdep,17379.76977
20000,ANCASH,1826,popdep,137186
30000,APURIMAC,1826,popdep,97655
40000,AREQUIPA,1826,popdep,99238
50000,AYACUCHO,1826,popdep,102551
60000,CAJAMARCA,1826,popdep,93655.37309
80000,CUSCO,1826,popdep,173977.8192
90000,HUANCAVELICA,1826,popdep,53034
100000,HUANUCO,1826,popdep,29461.57704
110000,ICA,1826,popdep,18428
120000,JUNIN,1826,popdep,62221.7662
130000,LA LIBERTAD,1826,popdep,72095.40838
140000,LAMBAYEQUE,1826,popdep,43709
150000,LIMA,1826,popdep,139707
160000,LORETO,1826,popdep,83621.4
170000,MADRE DE DIOS,1826,popdep,84464.51416
180000,MOQUEGUA,1826,popdep,30285
190000,PASCO,1826,popdep,38285.77394
200000,PIURA,1826,popdep,65508.94277
210000,PUNO,1826,popdep,199325.5984
220000,SAN MARTIN,1826,popdep,37478.15043
230000,TACNA,1826,popdep,20306
240000,TUMBES,1826,popdep,2421.801054
250000,UCAYALI,1826,popdep,121800.7783
10000,AMAZONAS,1827,popdep,16833.76977
20000,ANCASH,1827,popdep,139926
30000,APURIMAC,1827,popdep,98205
40000,AREQUIPA,1827,popdep,100764
50000,AYACUCHO,1827,popdep,102536
60000,CAJAMARCA,1827,popdep,94556.37309
80000,CUSCO,1827,popdep,177418.8192
90000,HUANCAVELICA,1827,popdep,52285
100000,HUANUCO,1827,popdep,29628.57704
110000,ICA,1827,popdep,18031
120000,JUNIN,1827,popdep,62986.7662
130000,LA LIBERTAD,1827,popdep,72740.40838
140000,LAMBAYEQUE,1827,popdep,43202
150000,LIMA,1827,popdep,140203
160000,LORETO,1827,popdep,83599.4
170000,MADRE DE DIOS,1827,popdep,84550.51416
180000,MOQUEGUA,1827,popdep,30330
190000,PASCO,1827,popdep,38754.77394
200000,PIURA,1827,popdep,64587.49884
210000,PUNO,1827,popdep,201128.5984
220000,SAN MARTIN,1827,popdep,37116.15043
230000,TACNA,1827,popdep,20185
240000,TUMBES,1827,popdep,2391.723406
250000,UCAYALI,1827,popdep,121791.7783
10000,AMAZONAS,1828,popdep,16511.76977
20000,ANCASH,1828,popdep,142288
30000,APURIMAC,1828,popdep,98137
40000,AREQUIPA,1828,popdep,102410
50000,AYACUCHO,1828,popdep,102546
60000,CAJAMARCA,1828,popdep,95147.37309
80000,CUSCO,1828,popdep,181639.8192
90000,HUANCAVELICA,1828,popdep,51766
100000,HUANUCO,1828,popdep,30028.57704
110000,ICA,1828,popdep,17526
120000,JUNIN,1828,popdep,63872.7662
130000,LA LIBERTAD,1828,popdep,73696.40838
140000,LAMBAYEQUE,1828,popdep,42486
150000,LIMA,1828,popdep,140585
160000,LORETO,1828,popdep,83582.4
170000,MADRE DE DIOS,1828,popdep,84662.51416
180000,MOQUEGUA,1828,popdep,30414
190000,PASCO,1828,popdep,39413.77394
200000,PIURA,1828,popdep,64191.78319
210000,PUNO,1828,popdep,203307.5984
220000,SAN MARTIN,1828,popdep,37527.15043
230000,TACNA,1828,popdep,20014
240000,TUMBES,1828,popdep,2378.938501
250000,UCAYALI,1828,popdep,121782.7783
10000,AMAZONAS,1829,popdep,16313.76977
20000,ANCASH,1829,popdep,144395
30000,APURIMAC,1829,popdep,97807
40000,AREQUIPA,1829,popdep,104127
50000,AYACUCHO,1829,popdep,102572
60000,CAJAMARCA,1829,popdep,95591.37309
80000,CUSCO,1829,popdep,186311.8192
90000,HUANCAVELICA,1829,popdep,51365
100000,HUANUCO,1829,popdep,30560.57704
110000,ICA,1829,popdep,17054
120000,JUNIN,1829,popdep,64837.7662
130000,LA LIBERTAD,1829,popdep,74817.40838
140000,LAMBAYEQUE,1829,popdep,41675
150000,LIMA,1829,popdep,140940
160000,LORETO,1829,popdep,83567.4
170000,MADRE DE DIOS,1829,popdep,84791.51416
180000,MOQUEGUA,1829,popdep,30517
190000,PASCO,1829,popdep,40205.77394
200000,PIURA,1829,popdep,65138.25289
210000,PUNO,1829,popdep,205667.5984
220000,SAN MARTIN,1829,popdep,37948.15043
230000,TACNA,1829,popdep,19849
240000,TUMBES,1829,popdep,2377.592728
250000,UCAYALI,1829,popdep,121774.7783
10000,AMAZONAS,1830,popdep,16238.76977
20000,ANCASH,1830,popdep,146259
30000,APURIMAC,1830,popdep,97231
40000,AREQUIPA,1830,popdep,105905
50000,AYACUCHO,1830,popdep,102618
60000,CAJAMARCA,1830,popdep,95903.37309
80000,CUSCO,1830,popdep,191404.8192
90000,HUANCAVELICA,1830,popdep,51080
100000,HUANUCO,1830,popdep,31234.57704
110000,ICA,1830,popdep,16620
120000,JUNIN,1830,popdep,65879.7662
130000,LA LIBERTAD,1830,popdep,76091.40838
140000,LAMBAYEQUE,1830,popdep,40789
150000,LIMA,1830,popdep,141278
160000,LORETO,1830,popdep,83556.4
170000,MADRE DE DIOS,1830,popdep,84937.51416
180000,MOQUEGUA,1830,popdep,30639
190000,PASCO,1830,popdep,41129.77394
200000,PIURA,1830,popdep,64568.02496
210000,PUNO,1830,popdep,208193.5984
220000,SAN MARTIN,1830,popdep,38378.15043
230000,TACNA,1830,popdep,19695
240000,TUMBES,1830,popdep,2341.587546
250000,UCAYALI,1830,popdep,121767.7783
10000,AMAZONAS,1831,popdep,16283.76977
20000,ANCASH,1831,popdep,147895
30000,APURIMAC,1831,popdep,96433
40000,AREQUIPA,1831,popdep,107736
50000,AYACUCHO,1831,popdep,102685
60000,CAJAMARCA,1831,popdep,96102.37309
80000,CUSCO,1831,popdep,196874.8192
90000,HUANCAVELICA,1831,popdep,50917
100000,HUANUCO,1831,popdep,32057.57704
110000,ICA,1831,popdep,16222
120000,JUNIN,1831,popdep,66992.7662
130000,LA LIBERTAD,1831,popdep,77495.40838
140000,LAMBAYEQUE,1831,popdep,39857
150000,LIMA,1831,popdep,141617
160000,LORETO,1831,popdep,83549.4
170000,MADRE DE DIOS,1831,popdep,85095.51416
180000,MOQUEGUA,1831,popdep,30776
190000,PASCO,1831,popdep,42180.77394
200000,PIURA,1831,popdep,64993.16783
210000,PUNO,1831,popdep,210866.5984
220000,SAN MARTIN,1831,popdep,38818.15043
230000,TACNA,1831,popdep,19553
240000,TUMBES,1831,popdep,2351.290489
250000,UCAYALI,1831,popdep,121761.7783
10000,AMAZONAS,1832,popdep,16442.76977
20000,ANCASH,1832,popdep,149334
30000,APURIMAC,1832,popdep,95445
40000,AREQUIPA,1832,popdep,109607
50000,AYACUCHO,1832,popdep,102777
60000,CAJAMARCA,1832,popdep,96212.37309
80000,CUSCO,1832,popdep,202668.8192
90000,HUANCAVELICA,1832,popdep,50882
100000,HUANUCO,1832,popdep,33029.57704
110000,ICA,1832,popdep,15855
120000,JUNIN,1832,popdep,68170.7662
130000,LA LIBERTAD,1832,popdep,79010.40838
140000,LAMBAYEQUE,1832,popdep,38903
150000,LIMA,1832,popdep,141976
160000,LORETO,1832,popdep,83547.4
170000,MADRE DE DIOS,1832,popdep,85265.51416
180000,MOQUEGUA,1832,popdep,30928
190000,PASCO,1832,popdep,43354.77394
200000,PIURA,1832,popdep,64859.12116
210000,PUNO,1832,popdep,213658.5984
220000,SAN MARTIN,1832,popdep,39267.15043
230000,TACNA,1832,popdep,19423
240000,TUMBES,1832,popdep,2345.960651
250000,UCAYALI,1832,popdep,121756.7783
10000,AMAZONAS,1833,popdep,16707.76977
20000,ANCASH,1833,popdep,150605
30000,APURIMAC,1833,popdep,94269
40000,AREQUIPA,1833,popdep,111508
50000,AYACUCHO,1833,popdep,102897
60000,CAJAMARCA,1833,popdep,96263.37309
80000,CUSCO,1833,popdep,208723.8192
90000,HUANCAVELICA,1833,popdep,50977
100000,HUANUCO,1833,popdep,34141.57704
110000,ICA,1833,popdep,15510
120000,JUNIN,1833,popdep,69407.7662
130000,LA LIBERTAD,1833,popdep,80614.40838
140000,LAMBAYEQUE,1833,popdep,37958
150000,LIMA,1833,popdep,142374
160000,LORETO,1833,popdep,83551.4
170000,MADRE DE DIOS,1833,popdep,85440.51416
180000,MOQUEGUA,1833,popdep,31090
190000,PASCO,1833,popdep,44650.77394
200000,PIURA,1833,popdep,65101.52006
210000,PUNO,1833,popdep,216539.5984
220000,SAN MARTIN,1833,popdep,39727.15043
230000,TACNA,1833,popdep,19300
240000,TUMBES,1833,popdep,2332.662291
250000,UCAYALI,1833,popdep,121753.7783
10000,AMAZONAS,1834,popdep,17068.76977
20000,ANCASH,1834,popdep,151744
30000,APURIMAC,1834,popdep,92919
40000,AREQUIPA,1834,popdep,113424
50000,AYACUCHO,1834,popdep,103048
60000,CAJAMARCA,1834,popdep,96285.37309
80000,CUSCO,1834,popdep,214973.8192
90000,HUANCAVELICA,1834,popdep,51203
100000,HUANUCO,1834,popdep,35376.57704
110000,ICA,1834,popdep,15169
120000,JUNIN,1834,popdep,70694.7662
130000,LA LIBERTAD,1834,popdep,82281.40838
140000,LAMBAYEQUE,1834,popdep,37065
150000,LIMA,1834,popdep,142835
160000,LORETO,1834,popdep,83562.4
170000,MADRE DE DIOS,1834,popdep,85616.51416
180000,MOQUEGUA,1834,popdep,31259
190000,PASCO,1834,popdep,46064.77394
200000,PIURA,1834,popdep,64945.43765
210000,PUNO,1834,popdep,219479.5984
220000,SAN MARTIN,1834,popdep,40196.15043
230000,TACNA,1834,popdep,19177
240000,TUMBES,1834,popdep,2308.715219
250000,UCAYALI,1834,popdep,121752.7783
10000,AMAZONAS,1835,popdep,17525.76977
20000,ANCASH,1835,popdep,152788
30000,APURIMAC,1835,popdep,91424
40000,AREQUIPA,1835,popdep,115343
50000,AYACUCHO,1835,popdep,103232
60000,CAJAMARCA,1835,popdep,96309.37309
80000,CUSCO,1835,popdep,221352.8192
90000,HUANCAVELICA,1835,popdep,51562
100000,HUANUCO,1835,popdep,36714.57704
110000,ICA,1835,popdep,14834
120000,JUNIN,1835,popdep,72024.7662
130000,LA LIBERTAD,1835,popdep,83990.40838
140000,LAMBAYEQUE,1835,popdep,36254
150000,LIMA,1835,popdep,143379
160000,LORETO,1835,popdep,83580.4
170000,MADRE DE DIOS,1835,popdep,85793.51416
180000,MOQUEGUA,1835,popdep,31431
190000,PASCO,1835,popdep,47591.77394
200000,PIURA,1835,popdep,65589.41469
210000,PUNO,1835,popdep,222443.5984
220000,SAN MARTIN,1835,popdep,40676.15043
230000,TACNA,1835,popdep,19055
240000,TUMBES,1835,popdep,2323.666733
250000,UCAYALI,1835,popdep,121753.7783
10000,AMAZONAS,1836,popdep,18079.76977
20000,ANCASH,1836,popdep,153770
30000,APURIMAC,1836,popdep,89828
40000,AREQUIPA,1836,popdep,117251
50000,AYACUCHO,1836,popdep,103450
60000,CAJAMARCA,1836,popdep,96365.37309
80000,CUSCO,1836,popdep,227792.8192
90000,HUANCAVELICA,1836,popdep,52055
100000,HUANUCO,1836,popdep,38146.57704
110000,ICA,1836,popdep,14503
120000,JUNIN,1836,popdep,73388.7662
130000,LA LIBERTAD,1836,popdep,85714.40838
140000,LAMBAYEQUE,1836,popdep,35547
150000,LIMA,1836,popdep,144030
160000,LORETO,1836,popdep,83608.4
170000,MADRE DE DIOS,1836,popdep,85971.51416
180000,MOQUEGUA,1836,popdep,31604
190000,PASCO,1836,popdep,49230.77394
200000,PIURA,1836,popdep,65209.20318
210000,PUNO,1836,popdep,225399.5984
220000,SAN MARTIN,1836,popdep,41167.15043
230000,TACNA,1836,popdep,18934
240000,TUMBES,1836,popdep,2256.536777
250000,UCAYALI,1836,popdep,121756.7783
10000,AMAZONAS,1837,popdep,18728.76977
20000,ANCASH,1837,popdep,154728
30000,APURIMAC,1837,popdep,88190
40000,AREQUIPA,1837,popdep,119136
50000,AYACUCHO,1837,popdep,103702
60000,CAJAMARCA,1837,popdep,96484.37309
80000,CUSCO,1837,popdep,234225.8192
90000,HUANCAVELICA,1837,popdep,52700
100000,HUANUCO,1837,popdep,39660.57704
110000,ICA,1837,popdep,14176
120000,JUNIN,1837,popdep,74779.7662
130000,LA LIBERTAD,1837,popdep,87430.40838
140000,LAMBAYEQUE,1837,popdep,34956
150000,LIMA,1837,popdep,144809
160000,LORETO,1837,popdep,83645.4
170000,MADRE DE DIOS,1837,popdep,86150.51416
180000,MOQUEGUA,1837,popdep,31775
190000,PASCO,1837,popdep,50975.77394
200000,PIURA,1837,popdep,63797.36925
210000,PUNO,1837,popdep,228314.5984
220000,SAN MARTIN,1837,popdep,41668.15043
230000,TACNA,1837,popdep,18813
240000,TUMBES,1837,popdep,2169.762237
250000,UCAYALI,1837,popdep,121763.7783
10000,AMAZONAS,1838,popdep,19464.76977
20000,ANCASH,1838,popdep,155695
30000,APURIMAC,1838,popdep,86569
40000,AREQUIPA,1838,popdep,120983
50000,AYACUCHO,1838,popdep,103990
60000,CAJAMARCA,1838,popdep,96695.37309
80000,CUSCO,1838,popdep,240583.8192
90000,HUANCAVELICA,1838,popdep,53509
100000,HUANUCO,1838,popdep,41248.57704
110000,ICA,1838,popdep,13854
120000,JUNIN,1838,popdep,76188.7662
130000,LA LIBERTAD,1838,popdep,89112.40838
140000,LAMBAYEQUE,1838,popdep,34482
150000,LIMA,1838,popdep,145739
160000,LORETO,1838,popdep,83694.4
170000,MADRE DE DIOS,1838,popdep,86330.51416
180000,MOQUEGUA,1838,popdep,31941
190000,PASCO,1838,popdep,52824.77394
200000,PIURA,1838,popdep,63917.30483
210000,PUNO,1838,popdep,231156.5984
220000,SAN MARTIN,1838,popdep,42180.15043
230000,TACNA,1838,popdep,18692
240000,TUMBES,1838,popdep,2180.431381
250000,UCAYALI,1838,popdep,121773.7783
10000,AMAZONAS,1839,popdep,20271.76977
20000,ANCASH,1839,popdep,156707
30000,APURIMAC,1839,popdep,85031
40000,AREQUIPA,1839,popdep,122781
50000,AYACUCHO,1839,popdep,104316
60000,CAJAMARCA,1839,popdep,97030.37309
80000,CUSCO,1839,popdep,246798.8192
90000,HUANCAVELICA,1839,popdep,54491
100000,HUANUCO,1839,popdep,42897.57704
110000,ICA,1839,popdep,13537
120000,JUNIN,1839,popdep,77609.7662
130000,LA LIBERTAD,1839,popdep,90737.40838
140000,LAMBAYEQUE,1839,popdep,34154
150000,LIMA,1839,popdep,146841
160000,LORETO,1839,popdep,83757.4
170000,MADRE DE DIOS,1839,popdep,86511.51416
180000,MOQUEGUA,1839,popdep,32095
190000,PASCO,1839,popdep,54772.77394
200000,PIURA,1839,popdep,64861.47604
210000,PUNO,1839,popdep,233890.5984
220000,SAN MARTIN,1839,popdep,42703.15043
230000,TACNA,1839,popdep,18572
240000,TUMBES,1839,popdep,2207.827396
250000,UCAYALI,1839,popdep,121787.7783
10000,AMAZONAS,1840,popdep,21126.76977
20000,ANCASH,1840,popdep,157800
30000,APURIMAC,1840,popdep,83627
40000,AREQUIPA,1840,popdep,124516
50000,AYACUCHO,1840,popdep,104682
60000,CAJAMARCA,1840,popdep,97518.37309
80000,CUSCO,1840,popdep,252801.8192
90000,HUANCAVELICA,1840,popdep,55646
100000,HUANUCO,1840,popdep,44599.57704
110000,ICA,1840,popdep,13224
120000,JUNIN,1840,popdep,79031.7662
130000,LA LIBERTAD,1840,popdep,92269.40838
140000,LAMBAYEQUE,1840,popdep,33996
150000,LIMA,1840,popdep,148136
160000,LORETO,1840,popdep,83832.4
170000,MADRE DE DIOS,1840,popdep,86693.51416
180000,MOQUEGUA,1840,popdep,32234
190000,PASCO,1840,popdep,56817.77394
200000,PIURA,1840,popdep,66578.12483
210000,PUNO,1840,popdep,236485.5984
220000,SAN MARTIN,1840,popdep,43238.15043
230000,TACNA,1840,popdep,18453
240000,TUMBES,1840,popdep,2252.641807
250000,UCAYALI,1840,popdep,121806.7783
10000,AMAZONAS,1841,popdep,22021.76977
20000,ANCASH,1841,popdep,159008
30000,APURIMAC,1841,popdep,82390
40000,AREQUIPA,1841,popdep,126174
50000,AYACUCHO,1841,popdep,105088
60000,CAJAMARCA,1841,popdep,98190.37309
80000,CUSCO,1841,popdep,258524.8192
90000,HUANCAVELICA,1841,popdep,56970
100000,HUANUCO,1841,popdep,46342.57704
110000,ICA,1841,popdep,12924
120000,JUNIN,1841,popdep,80449.7662
130000,LA LIBERTAD,1841,popdep,93665.40838
140000,LAMBAYEQUE,1841,popdep,34036
150000,LIMA,1841,popdep,149648
160000,LORETO,1841,popdep,83923.4
170000,MADRE DE DIOS,1841,popdep,86876.51416
180000,MOQUEGUA,1841,popdep,32355
190000,PASCO,1841,popdep,58954.77394
200000,PIURA,1841,popdep,68833.5043
210000,PUNO,1841,popdep,238868.5984
220000,SAN MARTIN,1841,popdep,43784.15043
230000,TACNA,1841,popdep,18337
240000,TUMBES,1841,popdep,2280.376597
250000,UCAYALI,1841,popdep,121829.7783
10000,AMAZONAS,1842,popdep,22943.76977
20000,ANCASH,1842,popdep,160367
30000,APURIMAC,1842,popdep,81341
40000,AREQUIPA,1842,popdep,127742
50000,AYACUCHO,1842,popdep,105538
